,Unnamed: 0.1,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,state,bb_direction,enter_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
9726,9726,9858,1676455200000.0,22158.0,22249.7,22138.0,22222.0,4738.868,105191881.7348,2023-02-15 10:00:00,5.8e-07,52083.389,63.1,22148.92,22014.59,22081.75,22216.08,21947.42,22283.25,21880.26,72.08,80.31,-8.22,23.97,12.7,19.52,20.5,2648.9545000000007,143.14,14.75,-81.18,6.33,22113.41,22174.04,PositionState,upper,22222.0,24003.8,0.0,1781.7999999999993,2878.5,0.0,1866.4054054054056,2148.790000000001
9784,9784,9916,1676664000000.0,24526.8,25043.9,24519.6,24832.9,27979.592,694868713.2881,2023-02-17 20:00:00,0.0001,43586.687,70.73,24452.79,23833.25,24143.02,24762.56,23523.48,25072.32,23213.71,109.68,0.21,109.46,33.2,11.08,29.38,33.44,13820.47542857143,1703.47,72.61,393.85,11.62,24195.94,24614.08,PositionState,upper,24832.9,24461.2,0.0,-371.7000000000007,0.0,-371.7000000000007,-228.7200000000012,-99.53000000000247
9805,9805,9937,1676739600000.0,24651.2,24719.9,24580.1,24691.7,4411.104,108757473.8436,2023-02-18 17:00:00,0.0001,46023.621,58.74,24620.64,24495.94,24558.29,24682.99,24433.59,24745.34,24371.24,100.98,109.62,-8.63,19.13,18.3,12.81,18.54,3224.691142857144,116.89,14.04,-40.11,-3.02,24607.45,24672.9,PositionState,upper,24691.7,24633.2,0.0,-58.5,71.20000000000073,-93.29999999999929,-18.328571428571845,9.219999999997526
9827,9827,9959,1676818800000.0,24754.3,25071.5,24723.0,24924.9,20292.076,504977588.7434,2023-02-19 15:00:00,0.0001,47227.508,67.44,24760.9,24603.48,24682.19,24839.61,24524.76,24918.32,24446.05,53.06,41.7,11.35,37.07,11.52,18.5,15.39,3933.811142857144,1222.66,25.54,106.37,16.04,24682.32,24819.57,PositionState,upper,24924.9,24358.4,0.0,-566.5,0.0,-566.5,-238.4333333333343,-241.45999999999916
9866,9866,9998,1676959200000.0,24951.5,25046.9,24928.0,25034.9,3312.537,82754943.3744,2023-02-21 06:00:00,0.0001,48478.612,64.27,24922.14,24776.62,24849.38,24994.89,24703.87,25067.65,24631.11,79.33,71.86,7.46,25.15,13.66,15.31,15.56,3502.187500000001,-864.64,19.53,52.06,2.76,24893.31,24981.95,PositionState,upper,25034.9,24691.1,0.0,-343.8000000000029,0.0,-343.8000000000029,-125.8666666666686,-140.63999999999942
9998,9998,10130,1677434400000.0,23237.0,23531.5,23215.4,23477.1,16521.26,386565679.4026,2023-02-26 18:00:00,0.0001,54013.457,66.41,23285.31,23125.9,23205.61,23365.02,23046.2,23444.72,22966.49,41.07,16.98,24.09,35.38,17.06,18.51,25.27,3851.8629285714296,1018.59,28.58,84.5,15.99,23239.17,23347.66,PositionState,upper,23477.1,23384.7,0.0,-92.39999999999782,156.5,-92.39999999999782,35.50833333333443,100.29999999999929
10018,10018,10150,1677506400000.0,23700.0,23850.1,23674.7,23795.0,12833.443,304892334.4991,2023-02-27 14:00:00,0.0001,52952.515,70.24,23575.94,23351.93,23463.94,23687.95,23239.92,23799.96,23127.91,74.9,56.6,18.3,35.19,15.03,16.89,19.15,4705.402857142858,661.69,34.84,121.68,16.63,23472.94,23672.86,PositionState,upper,23795.0,23387.9,0.0,-407.09999999999854,0.0,-407.09999999999854,-217.3666666666662,-173.20000000000073
10149,10149,10281,1677978000000.0,22367.2,22672.9,22340.0,22575.7,15746.396,354841290.8732,2023-03-05 01:00:00,0.0001,51450.377,66.77,22414.74,22272.92,22343.83,22485.65,22202.01,22556.56,22131.1,-11.3,-43.02,31.72,36.88,19.13,38.88,42.3,3368.396500000001,1070.12,24.41,121.33,25.18,22318.28,22454.45,PositionState,upper,22575.7,22332.5,0.0,-243.20000000000076,0.0,-243.20000000000076,-171.25000000000043,-94.86999999999898
10333,10333,10465,1678640400000.0,20382.9,20868.0,20367.6,20776.5,29338.317,606402541.6368,2023-03-12 17:00:00,9.121e-05,54973.816,73.72,20480.32,20291.57,20385.95,20574.7,20197.2,20669.07,20102.82,63.88,45.24,18.63,37.39,15.79,16.46,18.72,4849.533357142857,1854.4,41.11,234.75,22.25,20423.82,20572.74,PositionState,upper,20776.5,24576.4,0.0,3799.9000000000015,5145.299999999999,-9.599999999998545,2743.8807692307696,4323.75
10422,10422,10554,1678960800000.0,24657.3,25068.7,24568.0,24928.5,16150.941,401395515.9972,2023-03-16 10:00:00,0.0001,48364.245,63.63,24704.61,24342.02,24523.32,24885.91,24160.73,25067.21,23979.43,26.5,-38.6,65.11,26.3,13.93,14.88,16.63,6986.993142857144,806.53,42.65,95.97,6.25,24511.41,24767.14,PositionState,upper,24928.5,24686.4,0.0,-242.09999999999852,20.599999999998545,-253.40000000000143,-121.07272727272752,4.990000000001601
10438,10438,10570,1679018400000.0,25654.5,25888.0,25477.3,25569.5,22353.172,574884800.4346,2023-03-17 02:00:00,0.0001,49284.482,68.06,25196.97,24658.82,24927.9,25466.05,24389.75,25735.12,24120.67,195.15,118.95,76.2,36.72,10.49,24.67,20.48,10738.789142857144,540.24,67.54,382.81,13.43,25047.68,25430.16,PositionState,upper,25569.5,27184.2,0.0,1614.7000000000007,2042.2999999999995,0.0,1334.275,1818.9700000000007
10499,10499,10631,1679238000000.0,27316.1,27766.0,27296.6,27546.0,23687.789,652078406.7183,2023-03-19 15:00:00,0.0001,53762.33,65.77,27328.36,27017.13,27172.74,27483.97,26861.52,27639.59,26705.9,55.97,21.22,34.75,30.63,15.58,20.78,24.2,6134.218142857144,1399.5,39.29,120.74,12.42,27159.68,27393.16,PositionState,upper,27546.0,27427.0,0.0,-119.0,762.0,-119.0,348.8166666666666,216.0600000000013
10569,10569,10701,1679490000000.0,28202.6,28385.1,28155.0,28273.4,10776.601,304917138.9035,2023-03-22 13:00:00,6.154e-05,54935.989,59.63,28179.17,28032.82,28105.99,28252.34,27959.65,28325.51,27886.48,63.5,59.65,3.85,24.46,15.03,11.93,11.18,4221.635142857144,579.55,17.62,1.77,5.81,28151.03,28216.18,PositionState,upper,28273.4,28011.6,0.0,-261.8000000000029,358.1999999999971,-261.8000000000029,149.24999999999878,53.09000000000015
10595,10595,10727,1679583600000.0,28042.4,28780.0,27950.0,28567.9,48897.809,1389890539.3095,2023-03-23 15:00:00,8.682e-05,55153.41,67.13,28033.71,27367.23,27700.47,28366.95,27033.99,28700.2,26700.74,33.72,-76.85,110.58,37.28,17.3,23.27,26.43,9911.188714285716,3181.7,91.31,251.94,25.25,27718.06,28154.65,PositionState,upper,28567.9,28023.0,0.0,-544.9000000000015,0.0,-686.1000000000022,-334.83333333333456,-17.75
10663,10663,10795,1679828400000.0,27662.5,27940.0,27632.6,27848.0,6832.837,189807154.2206,2023-03-26 11:00:00,-4.2e-05,52987.4,65.13,27706.76,27432.56,27569.66,27843.86,27295.46,27980.96,27158.36,39.12,-2.74,41.86,29.54,15.37,23.28,27.87,2765.856857142858,299.15,29.29,100.86,8.45,27594.65,27745.65,PositionState,upper,27848.0,27703.8,0.0,-144.20000000000073,291.7000000000007,-167.20000000000073,8.094736842104842,47.77999999999884
10731,10731,10863,1680073200000.0,28037.8,28159.9,27960.0,28076.1,8382.137,235162006.7404,2023-03-29 07:00:00,-5.442e-05,55338.4,74.16,27728.44,27063.29,27395.87,28061.01,26730.72,28393.59,26398.15,179.21,78.68,100.52,37.22,9.72,29.03,27.09,7794.873071428572,49.51,71.61,377.29,8.17,27524.77,27918.27,PositionState,upper,28076.1,28418.4,0.0,342.3000000000029,876.8000000000029,0.0,363.95312500000136,571.3299999999981
10786,10786,10918,1680271200000.0,28355.1,28675.1,28314.4,28501.6,13616.498,388209340.7181,2023-03-31 14:00:00,3.594e-05,52542.86,62.37,28295.68,27922.13,28108.91,28482.45,27735.36,28669.22,27548.59,-9.75,-64.83,55.07,28.88,18.46,20.55,22.18,8206.659000000001,152.39,41.34,172.7,10.06,28013.83,28336.59,PositionState,upper,28501.6,28412.3,0.0,-89.29999999999927,101.40000000000146,-209.29999999999927,-34.03888888888792,123.43999999999868
10893,10893,11025,1680656400000.0,28657.2,28740.9,28535.7,28562.1,7974.034,228148712.3211,2023-04-05 01:00:00,-8.251e-05,51038.731,64.84,28358.26,28042.25,28200.25,28516.26,27884.25,28674.26,27726.25,107.32,64.14,43.18,30.97,14.21,14.5,15.31,6444.402142857144,-212.67,38.09,152.76,12.24,28271.01,28486.46,PositionState,upper,28562.1,28399.2,0.0,-162.89999999999782,11.200000000000728,-162.89999999999782,-38.94615384615239,-15.18999999999869
11007,11007,11139,1681066800000.0,28012.0,28273.9,27982.9,28127.0,10561.138,297261677.3221,2023-04-09 19:00:00,6.249e-05,55175.774,68.43,28020.52,27867.23,27943.88,28097.17,27790.59,28173.82,27713.94,5.78,-12.49,18.27,35.59,17.28,20.02,17.85,3349.1232857142863,664.46,19.28,63.44,25.31,27931.65,28038.12,PositionState,upper,28127.0,28199.9,0.0,72.90000000000146,290.5,-28.700000000000728,143.61578947368426,199.59000000000012
11028,11028,11160,1681142400000.0,28419.2,29176.9,28361.0,29029.1,34805.576,1001954866.7084,2023-04-10 16:00:00,-2.71e-06,57801.265,83.03,28486.99,28148.73,28317.86,28656.12,27979.6,28825.25,27810.47,122.08,80.89,41.19,48.79,10.36,30.33,30.7,6131.483571428573,2365.2,74.86,411.59,29.97,28374.67,28685.25,PositionState,upper,29029.1,29909.3,0.0,880.2000000000007,1220.7000000000007,0.0,884.1085714285726,1361.5200000000004
11109,11109,11241,1681434000000.0,30739.9,30949.8,30692.9,30784.1,10895.177,335655245.4057,2023-04-14 01:00:00,0.0001,55883.111,71.45,30529.1,30149.33,30339.22,30718.99,29959.44,30908.87,29769.56,136.21,99.92,36.29,38.03,9.72,35.24,28.16,7744.360428571429,600.28,46.83,222.68,13.8,30426.5,30658.25,PositionState,upper,30784.1,30606.5,0.0,-177.59999999999854,160.70000000000073,-188.59999999999852,-40.29999999999867,34.20999999999913
11392,11392,11524,1682452800000.0,27596.2,28036.0,27596.1,27956.8,19056.336,531430405.2277,2023-04-25 20:00:00,7.472e-05,56918.706,70.56,27629.35,27318.75,27474.05,27784.65,27163.46,27939.94,27008.16,62.36,3.91,58.45,33.37,13.38,15.59,12.99,7393.862714285716,1152.88,50.8,277.29,11.11,27492.44,27758.17,PositionState,upper,27956.8,27871.8,0.0,-85.0,1991.2000000000007,-85.0,847.4708333333341,1043.4700000000012
11438,11438,11570,1682618400000.0,29288.7,29883.5,29210.8,29752.0,24908.346,737857142.9839998,2023-04-27 18:00:00,5.14e-05,50717.774,65.55,29300.36,28790.73,29045.55,29555.18,28535.92,29810.0,28281.1,150.15,98.17,51.98,35.27,14.89,21.98,28.37,11820.981642857145,1317.42,74.36,126.97,8.46,29100.73,29466.51,PositionState,upper,29752.0,29238.1,0.0,-513.9000000000015,0.0,-513.9000000000015,-257.0199999999999,-116.34999999999854
11506,11506,11638,1682863200000.0,29274.2,29429.3,29234.3,29373.4,5534.952,162431924.3046,2023-04-30 14:00:00,1.77e-06,53380.406,62.87,29295.38,29180.51,29237.94,29352.81,29123.08,29410.24,29065.65,9.22,-7.09,16.32,29.16,13.05,15.29,15.5,2147.739142857144,262.94,14.25,57.15,11.75,29249.82,29308.54,PositionState,upper,29373.4,29349.9,0.0,-23.5,322.0,-23.5,168.08333333333272,158.14999999999782
11586,11586,11718,1683151200000.0,28911.6,29262.8,28911.6,29091.4,13277.069,386674493.183,2023-05-03 22:00:00,0.0001,50104.887,67.25,28752.54,28346.26,28549.4,28955.68,28143.13,29158.82,27939.99,76.9,25.97,50.92,32.38,13.84,22.37,26.24,11506.90957142857,553.15,57.05,291.36,14.08,28531.1,28884.67,PositionState,upper,29091.4,28744.6,0.0,-346.8000000000029,138.5,-346.8000000000029,-21.618750000001228,36.34000000000015
11745,11745,11877,1683723600000.0,28156.9,28293.0,28012.6,28148.0,20534.93,578282622.2644,2023-05-10 13:00:00,5.003e-05,55536.807,69.94,27883.02,27547.35,27715.19,28050.86,27379.52,28218.69,27211.68,57.71,-1.78,59.5,39.12,12.37,20.14,21.95,5739.976785714287,1380.78,45.55,351.94,20.32,27716.25,28016.92,PositionState,upper,28148.0,27482.2,0.0,-665.7999999999993,18.0,-665.7999999999993,-146.05999999999986,-211.2599999999984
11824,11824,11956,1684008000000.0,26824.2,26917.8,26824.1,26895.1,1767.151,47474864.277,2023-05-13 20:00:00,3.553e-05,52756.956,62.23,26811.77,26737.69,26774.73,26848.81,26700.66,26885.84,26663.62,42.96,38.31,4.65,22.36,11.67,20.07,25.41,2423.1197142857154,-89.02,12.66,34.65,-2.98,26810.94,26849.89,PositionState,upper,26895.1,26767.1,0.0,-128.0,0.0,-128.0,-46.974999999999454,-33.919999999998254
11843,11843,11975,1684076400000.0,26946.9,27198.6,26946.8,27064.4,13918.908,376879041.7624,2023-05-14 15:00:00,4.795e-05,51958.028,71.24,26927.47,26779.59,26853.53,27001.41,26705.65,27075.36,26631.71,46.35,28.71,17.63,32.5,14.48,13.5,16.33,2592.1359285714293,787.94,22.18,105.29,16.01,26877.38,26985.52,PositionState,upper,27064.4,26870.1,0.0,-194.3000000000029,0.0,-194.3000000000029,-122.88000000000174,-87.11999999999898
11853,11853,11985,1684112400000.0,26794.8,27279.0,26770.8,27195.7,13116.062,355252906.6093,2023-05-15 01:00:00,7.979e-05,52798.611,67.27,26995.76,26812.92,26904.34,27087.18,26721.49,27178.6,26630.07,42.76,33.79,8.96,30.61,17.07,15.68,14.12,4302.080857142858,845.95,30.67,108.47,16.63,26923.4,27021.55,PositionState,upper,27195.7,27300.3,0.0,104.59999999999854,294.2000000000007,-45.60000000000218,160.02727272727216,312.1399999999994
11987,11987,12119,1684594800000.0,26908.1,26963.0,26878.0,26929.7,2895.83,77982306.62899998,2023-05-20 15:00:00,0.0001,56614.937,57.15,26901.67,26848.63,26875.15,26928.19,26822.1,26954.71,26795.58,5.41,-4.41,9.82,26.5,11.29,20.52,18.31,1699.9602857142868,168.68,5.74,22.04,3.5,26882.52,26910.62,PositionState,upper,26929.7,27042.7,0.0,113.0,303.8999999999978,-25.200000000000728,142.11764705882246,159.28000000000247
12046,12046,12178,1684807200000.0,26982.8,27180.1,26982.8,27118.5,4381.095,118641745.7164,2023-05-23 02:00:00,6.784e-05,56832.864,66.71,26963.0,26800.41,26881.7,27044.29,26719.11,27125.59,26637.82,33.27,10.88,22.39,27.58,11.13,23.12,26.2,4754.588071428573,38.52,24.92,104.63,8.34,26900.38,27013.46,PositionState,upper,27118.5,27122.0,0.0,3.5,250.20000000000076,0.0,152.54705882352914,159.40000000000146
12130,12130,12262,1685109600000.0,26529.9,26929.9,26529.9,26755.1,23642.265,632365798.8128,2023-05-26 14:00:00,-1.91e-05,60156.198,70.65,26536.17,26378.35,26457.26,26615.07,26299.45,26693.98,26220.54,47.8,22.7,25.09,35.36,15.0,16.69,20.32,4528.6275000000005,1482.65,31.34,159.89,19.17,26491.97,26619.9,PositionState,upper,26755.1,26670.8,0.0,-84.29999999999927,28.200000000000728,-114.5,-40.55238095237967,63.29999999999927
12163,12163,12295,1685228400000.0,26794.7,26897.6,26794.7,26838.5,2565.648,68859304.3552,2023-05-27 23:00:00,8.723e-05,58993.371,64.97,26764.57,26664.5,26714.54,26814.6,26614.47,26864.64,26564.43,38.98,30.28,8.69,30.91,13.17,18.22,16.86,2122.100142857144,96.88,13.04,55.11,8.05,26732.78,26802.04,PositionState,upper,26838.5,27782.3,0.0,943.7999999999992,1336.9000000000017,0.0,704.7175000000001,1032.4300000000003
12396,12396,12528,1686067200000.0,26055.0,26394.2,26054.9,26358.8,18610.719,487952332.1049,2023-06-06 16:00:00,0.0001,64208.053,64.76,26079.71,25726.32,25903.02,26256.4,25549.63,26433.1,25372.94,-64.98,-169.47,104.48,27.72,24.87,42.7,47.69,7882.300642857143,1171.4,47.97,314.08,8.86,25835.43,26153.54,PositionState,upper,26358.8,26475.8,0.0,117.0,858.1000000000022,0.0,524.5277777777784,494.2900000000009
12443,12443,12575,1686236400000.0,26631.3,26810.5,26570.2,26703.1,7574.382,202123496.2019,2023-06-08 15:00:00,2.319e-05,56917.702,60.89,26585.23,26356.47,26470.85,26699.61,26242.1,26813.99,26127.72,15.46,-20.82,36.29,27.08,17.06,19.69,21.88,4400.833071428572,400.94,24.43,138.83,10.64,26477.98,26612.61,PositionState,upper,26703.1,26485.1,0.0,-218.0,0.0,-230.79999999999927,-155.44444444444363,-95.88999999999942
12517,12517,12649,1686502800000.0,25855.5,26072.7,25833.2,25933.3,7993.738,207487861.0138,2023-06-11 17:00:00,0.0001,58281.983,57.94,25844.06,25723.85,25783.95,25904.16,25663.74,25964.26,25603.64,-11.19,-39.84,28.65,30.24,14.49,14.86,19.36,2569.119000000001,473.27,15.72,69.54,13.32,25773.66,25864.99,PositionState,upper,25933.3,25766.0,0.0,-167.29999999999927,181.60000000000215,-167.29999999999927,17.140000000000875,-13.830000000001746
12550,12550,12682,1686621600000.0,25963.9,26150.0,25930.0,26117.9,7310.492,190548209.7772,2023-06-13 02:00:00,0.0001,56353.826,65.65,25979.03,25818.34,25898.68,26059.37,25737.99,26139.72,25657.65,30.04,9.35,20.69,23.51,13.77,12.37,13.81,4002.030857142858,364.27,23.06,82.53,3.33,25911.76,26019.49,PositionState,upper,26117.9,26019.5,0.0,-98.40000000000146,57.19999999999709,-98.40000000000146,-24.96666666666806,46.72999999999956
12635,12635,12767,1686927600000.0,25610.0,25885.0,25550.0,25834.0,20237.224,519855154.1509,2023-06-16 15:00:00,0.0001,62289.969,67.28,25594.16,25444.79,25519.48,25668.84,25370.11,25743.52,25295.43,79.07,64.15,14.92,19.11,23.97,16.97,23.22,5445.374000000002,1291.94,33.11,110.67,3.99,25570.77,25696.24,PositionState,upper,25834.0,26442.5,0.0,608.5,849.2000000000007,0.0,577.8382352941177,784.7999999999993
12685,12685,12817,1687107600000.0,26604.3,26643.0,26552.9,26618.1,1913.499,50900637.1306,2023-06-18 17:00:00,4.409e-05,62873.373,61.73,26563.42,26475.95,26519.69,26607.16,26432.21,26650.89,26388.48,44.93,45.65,-0.71,24.38,15.82,10.97,12.0,2197.114642857144,43.11,10.35,46.08,4.41,26533.1,26592.62,PositionState,upper,26618.1,26464.1,0.0,-154.0,23.100000000002183,-154.0,-34.19999999999891,-49.669999999998254
12712,12712,12844,1687204800000.0,26667.9,26848.5,26659.9,26709.4,9179.544,245652997.8095,2023-06-19 20:00:00,9.362e-05,62287.787,62.35,26605.6,26416.01,26510.8,26700.39,26321.21,26795.19,26226.42,42.2,12.99,29.21,35.72,13.8,22.55,21.08,7385.782285714287,558.82,20.89,96.69,0.39,26544.65,26652.88,PositionState,upper,26709.4,26763.6,0.0,54.19999999999709,263.2999999999993,0.0,111.4578947368406,137.77999999999884
12732,12732,12864,1687276800000.0,27054.6,27381.3,26987.0,27363.8,28553.2,776623507.4134998,2023-06-20 16:00:00,4.621e-05,67584.65399999,73.21,26989.36,26708.08,26848.72,27130.01,26567.44,27270.65,26426.8,111.29,82.64,28.65,37.83,12.89,35.24,34.75,6504.532714285715,1830.98,54.21,261.68,15.66,26888.17,27143.21,PositionState,upper,27363.8,29917.0,0.0,2553.2000000000007,3101.7000000000007,0.0,1942.0795454545464,2884.920000000002
12803,12803,12935,1687532400000.0,30270.8,31444.0,30230.6,31228.8,68096.638,2101997601.6877,2023-06-23 15:00:00,0.0001,65056.364,78.73,30443.23,29891.5,30167.36,30719.09,29615.63,30994.96,29339.77,149.9,75.03,74.86,43.51,10.44,17.69,21.31,9099.94542857143,4744.33,111.72,761.5,29.44,30214.16,30702.81,PositionState,upper,31228.8,30472.5,0.0,-756.2999999999993,4.400000000001455,-756.2999999999993,-360.3899999999994,-120.94000000000231
12840,12840,12972,1687665600000.0,30742.7,31042.1,30742.7,30883.3,11524.888,356203353.1634,2023-06-25 04:00:00,0.0001,63703.174,64.36,30724.82,30509.42,30617.12,30832.52,30401.72,30940.22,30294.01,38.25,17.85,20.4,30.4,18.34,13.93,12.57,4203.945071428572,627.58,28.02,112.43,14.43,30598.08,30772.91,PositionState,upper,30883.3,30612.0,0.0,-271.2999999999993,0.0,-271.2999999999993,-121.5142857142855,-109.56999999999972
12895,12895,13027,1687863600000.0,30645.0,30782.8,30532.4,30720.4,8082.004,247844475.4533,2023-06-27 11:00:00,0.0001,66382.46799999,65.99,30558.51,30235.51,30397.01,30720.01,30074.01,30881.52,29912.5,52.16,6.14,46.02,33.45,13.79,15.01,13.62,3497.874642857144,427.34,34.03,181.77,11.7,30426.21,30613.86,PositionState,upper,30720.4,30483.4,0.0,-237.0,73.39999999999782,-237.0,-73.80666666666802,-57.83000000000175
12942,12942,13074,1688032800000.0,30420.6,30737.4,30388.8,30685.0,14594.496,446707436.3312,2023-06-29 10:00:00,6.167e-05,67752.685,69.21,30437.57,30131.88,30284.73,30590.42,29979.03,30743.27,29826.18,32.9,-29.89,62.79,29.35,13.97,23.64,24.49,3453.000214285715,705.42,42.13,210.22,11.08,30296.33,30526.86,PositionState,upper,30685.0,30385.1,0.0,-299.90000000000146,0.0,-299.90000000000146,-145.8727272727278,-59.59000000000015
12959,12959,13091,1688094000000.0,30641.9,30875.7,30612.0,30733.0,10223.143,314437443.7635,2023-06-30 03:00:00,0.0001,65458.891,65.24,30579.45,30358.4,30468.93,30689.98,30247.88,30800.5,30137.35,58.84,46.31,12.52,28.4,14.22,18.08,20.64,4943.624357142858,-285.56,27.79,29.57,14.24,30484.52,30626.71,PositionState,upper,30733.0,30118.1,0.0,-614.9000000000015,255.5,-614.9000000000015,3.263636363636165,-113.40999999999984
12992,12992,13124,1688212800000.0,30515.8,30630.0,30501.4,30559.2,3871.89,118406530.4285,2023-07-01 12:00:00,0.0001,59137.545,57.2,30508.3,30408.92,30458.61,30558.0,30359.23,30607.69,30309.53,2.5,-14.2,16.7,25.72,19.46,12.19,16.5,1781.5187142857153,157.09,10.59,-55.01,5.07,30451.44,30519.04,PositionState,upper,30559.2,30530.0,0.0,-29.200000000000728,43.5,-29.200000000000728,10.153333333332558,27.25
13043,13043,13175,1688396400000.0,30720.0,31173.1,30720.0,31055.7,23359.823,723284633.1377999,2023-07-03 15:00:00,0.0001,62167.241,76.97,30770.88,30566.34,30668.61,30873.16,30464.07,30975.43,30361.79,58.96,34.7,24.26,42.72,14.57,14.87,15.64,3691.931285714287,1455.63,40.74,206.1,25.09,30686.41,30865.83,PositionState,upper,31055.7,30962.5,0.0,-93.20000000000071,218.79999999999927,-93.20000000000071,62.6533333333328,176.5799999999981
13107,13107,13239,1688626800000.0,30675.8,30840.0,30673.9,30788.5,6453.674,198618469.9157,2023-07-06 07:00:00,4.675e-05,61541.771,64.18,30654.76,30439.34,30547.05,30762.48,30331.62,30870.19,30223.91,-9.83,-59.04,49.21,25.8,15.65,32.83,38.42,2887.3726428571435,83.25,25.41,165.89,9.75,30530.71,30692.15,PositionState,upper,30788.5,30586.4,0.0,-202.09999999999852,532.5999999999985,-202.09999999999852,176.60000000000036,89.32999999999811
