,Unnamed: 0.1,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,state,bb_direction,enter_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,profit_ma
13172,13172,13304,1688860800000.0,30271.3,30335.5,30231.5,30321.1,2191.098,66362371.7843,2023-07-09 00:00:00,5.799e-05,59779.209,58.61,30266.15,30169.46,30217.8,30314.49,30121.12,30362.83,30072.78,-1.39,-14.25,12.86,27.53,21.44,10.33,10.02,1488.2522142857154,121.1,10.86,38.3,8.71,30208.9,30274.62,PositionState,upper,30321.1,30251.3,0.0,-69.79999999999927,0.0,-71.59999999999854,-44.65714285714135,-3.7399999999979623
13215,13215,13347,1689015600000.0,30514.7,30820.0,30474.3,30818.3,12624.458,387023767.8156,2023-07-10 19:00:00,7.674e-05,62918.501,77.2,30469.69,30112.17,30290.93,30648.45,29933.41,30827.21,29754.65,82.88,20.68,62.19,35.43,10.59,21.51,22.11,4125.754000000002,800.28,55.51,352.25,19.05,30343.81,30609.08,PositionState,upper,30818.3,30288.1,0.0,-530.2000000000007,0.0,-530.2000000000007,-196.2333333333336,-122.81000000000132
13286,13286,13418,1689271200000.0,31056.0,31479.0,31038.3,31239.1,24683.76,772106954.0632,2023-07-13 18:00:00,-9.45e-06,64050.939,74.76,30916.76,30388.99,30652.87,31180.65,30125.1,31444.53,29861.21,137.0,50.43,86.56,41.93,7.72,28.46,24.38,9639.795428571431,1647.27,61.7,340.83,8.82,30755.61,31077.23,PositionState,upper,31239.1,31088.0,0.0,-151.09999999999854,360.9000000000015,-151.09999999999854,118.4857142857158,131.54999999999927
13444,13444,13576,1689840000000.0,30190.0,30315.0,30158.0,30248.6,4733.504,143176504.3046,2023-07-20 08:00:00,9.372e-05,66352.031,65.17,30130.74,29916.49,30023.61,30237.87,29809.36,30345.0,29702.23,49.98,18.12,31.85,26.89,13.35,14.87,14.27,2711.0934285714297,114.78,23.68,119.23,3.22,30053.61,30189.52,PositionState,upper,30248.6,29760.1,0.0,-488.5,65.60000000000218,-488.5,-64.88571428571284,-197.1700000000019
13478,13478,13610,1689962400000.0,29907.6,30050.0,29907.6,29964.9,5805.263,174100291.4274,2023-07-21 18:00:00,-9.73e-06,65349.675,57.77,29905.88,29791.37,29848.63,29963.13,29734.12,30020.38,29676.87,-3.32,-25.62,22.29,26.25,17.91,20.56,24.22,2232.2451428571444,358.11,12.24,51.15,11.13,29842.85,29915.34,PositionState,upper,29964.9,29870.0,0.0,-94.90000000000146,7.599999999998545,-103.80000000000292,-61.52727272727432,-26.860000000000586
13525,13525,13657,1690131600000.0,29942.9,30117.7,29923.7,30101.6,6077.67,182467463.3267,2023-07-23 17:00:00,4.184e-05,63157.725,72.56,29971.47,29831.06,29901.26,30041.67,29760.86,30111.87,29690.66,29.24,12.38,16.86,36.0,14.39,12.37,14.32,1604.6030000000014,387.29,21.07,91.99,20.7,29914.61,30007.38,PositionState,upper,30101.6,29934.2,0.0,-167.39999999999782,124.20000000000071,-167.39999999999782,-7.899999999998545,16.029999999998836
13569,13569,13701,1690290000000.0,29099.5,29324.0,29068.4,29260.0,7525.101,219910944.9742,2023-07-25 13:00:00,-6.11e-06,66240.21,53.05,29218.36,29135.19,29176.78,29259.95,29093.61,29301.53,29052.02,-64.94,-99.82,34.88,27.44,23.07,38.67,44.61,2096.2383571428586,470.52,8.75,19.98,14.55,29145.35,29187.17,PositionState,upper,29260.0,29161.7,0.0,-98.29999999999929,0.0,-98.29999999999929,-49.14999999999964,-12.739999999997965
13748,13748,13880,1690934400000.0,29700.1,29838.9,29675.4,29810.0,13707.226,407830337.2772,2023-08-02 00:00:00,0.0001,66221.261,78.56,29474.56,28930.62,29202.59,29746.53,28658.65,30018.5,28386.68,111.45,12.3,99.14,41.02,17.35,29.19,29.13,8543.23842857143,832.93,63.93,399.61,19.99,29288.86,29637.22,PositionState,upper,29810.0,29444.0,0.0,-366.0,29.0,-366.0,-199.16923076923084,-149.5500000000029
13870,13870,14002,1691373600000.0,29130.9,29212.7,29109.8,29184.9,1352.862,39460200.4378,2023-08-07 02:00:00,0.0001,68325.823,63.11,29124.51,29042.77,29083.64,29165.38,29001.89,29206.26,28961.02,15.4,5.36,10.04,23.53,16.37,16.35,17.7,1441.1601428571444,22.53,10.65,46.61,10.55,29097.88,29140.92,PositionState,upper,29184.9,29035.1,0.0,-149.8000000000029,0.0,-149.8000000000029,-54.98000000000175,-55.84999999999855
13903,13903,14035,1691492400000.0,29286.0,29432.8,29259.6,29425.6,11048.252,324289140.1714,2023-08-08 11:00:00,2.398e-05,70424.304,70.06,29292.53,29090.54,29191.54,29393.52,28989.55,29494.51,28888.56,53.83,36.15,17.68,38.0,13.5,21.57,20.43,2337.510785714287,393.37,24.63,-6.36,13.48,29230.27,29330.21,PositionState,upper,29425.6,29750.0,0.0,324.40000000000146,636.7000000000007,-80.79999999999927,316.51071428571584,500.6599999999999
14051,14051,14183,1692025200000.0,29518.6,29656.6,29455.9,29587.4,11781.024,348481240.0729,2023-08-14 15:00:00,0.0001,72260.378,71.92,29491.94,29339.75,29415.84,29568.03,29263.66,29644.12,29187.56,27.47,8.41,19.05,33.24,20.22,26.39,27.32,3797.039571428573,538.18,18.06,86.12,21.18,29435.6,29519.99,PositionState,upper,29587.4,29320.5,0.0,-266.90000000000146,52.0,-266.90000000000146,-81.02500000000055,-95.27000000000044
14268,14268,14400,1692806400000.0,26134.9,26476.0,26118.5,26384.6,22662.175,596825220.3476,2023-08-23 16:00:00,1.921e-05,58920.23,68.66,26168.5,25893.18,26030.84,26306.15,25755.52,26443.81,25617.86,39.95,7.17,32.78,31.9,17.37,21.61,24.32,5584.861071428573,1534.86,37.24,119.8,14.59,26035.33,26223.57,PositionState,upper,26384.6,26375.7,0.0,-8.899999999997817,229.40000000000143,-77.39999999999782,57.70476190476326,187.02000000000044
14357,14357,14489,1693126800000.0,26043.3,26070.0,26031.9,26069.9,18794.288,489530690.0106,2023-08-27 09:00:00,-2.401e-05,57941.022,60.23,26046.52,26004.39,26025.45,26067.58,25983.33,26088.65,25962.26,1.63,-5.26,6.89,21.46,19.61,16.09,13.71,2550.3252142857164,1315.96,4.67,16.2,6.43,26020.8,26051.87,PositionState,upper,26069.9,26051.9,0.0,-18.0,80.09999999999854,-18.90000000000145,15.122222222221252,37.51000000000204
14411,14411,14543,1693321200000.0,27481.7,27545.6,27256.8,27408.9,21133.068,579150043.5855,2023-08-29 15:00:00,-1.24e-05,63085.817,85.87,26709.07,25851.7,26280.39,27137.76,25423.01,27566.44,24994.33,191.39,49.18,142.2,62.53,6.9,22.4,20.59,12407.562214285716,1326.02,118.79,1096.73,38.98,26312.76,27080.25,PositionState,upper,27408.9,27100.0,0.0,-308.90000000000146,574.3999999999978,-308.90000000000146,117.18333333333172,150.54999999999927
14535,14535,14667,1693767600000.0,25924.8,26005.4,25918.4,25999.1,1765.007,45829759.4957,2023-09-03 19:00:00,3.99e-06,58283.631,63.19,25928.12,25850.16,25889.14,25967.11,25811.18,26006.09,25772.19,16.9,10.1,6.8,29.85,16.07,19.57,18.2,2420.291500000002,71.0,11.56,42.72,9.14,25899.01,25947.14,PositionState,upper,25999.1,25899.7,0.0,-99.39999999999782,38.10000000000218,-99.39999999999782,-34.84999999999794,-18.7599999999984
14629,14629,14761,1694106000000.0,25815.0,25953.5,25780.0,25917.2,4746.951,122793919.7931,2023-09-07 17:00:00,2.06e-05,58071.322,65.16,25810.99,25691.68,25751.34,25870.64,25632.03,25930.29,25572.38,18.99,3.8,15.18,25.67,10.11,29.46,31.17,2962.6812142857166,208.26,17.45,62.5,5.52,25743.93,25846.71,PositionState,upper,25917.2,26033.4,0.0,116.20000000000071,427.8999999999978,-46.70000000000073,238.96470588235195,275.4400000000023
14793,14793,14925,1694696400000.0,26447.3,26777.0,26443.7,26567.9,25122.439,668775710.9261,2023-09-14 13:00:00,-3.89e-06,63543.023,66.25,26416.22,26171.01,26293.61,26538.82,26048.41,26661.42,25925.8,96.07,77.92,18.15,37.3,7.68,42.68,40.38,5854.261214285717,1699.3,28.86,83.34,5.55,26346.61,26487.33,PositionState,upper,26567.9,26468.7,0.0,-99.20000000000071,148.1999999999971,-99.20000000000071,21.83333333333212,18.11999999999898
14879,14879,15011,1695006000000.0,26650.3,26673.1,26569.7,26647.1,2632.95,70106723.8892,2023-09-18 03:00:00,1.53e-06,58436.683,62.74,26581.9,26462.46,26522.18,26641.62,26402.74,26701.34,26343.01,9.71,-4.9,14.61,28.33,17.67,19.76,15.65,2398.5605000000023,97.98,13.15,63.52,17.73,26509.05,26601.82,PositionState,upper,26647.1,26748.9,0.0,101.80000000000292,718.0,-32.0,298.0533333333348,392.7400000000016
15102,15102,15234,1695808800000.0,26383.6,26479.7,26328.5,26427.3,10190.823,269150049.0898,2023-09-27 10:00:00,2.315e-05,62336.981,67.75,26333.01,26185.41,26259.21,26406.81,26111.61,26480.61,26037.81,26.76,3.59,23.17,32.51,10.72,18.13,15.3,2280.724000000001,422.68,17.68,106.48,16.57,26277.64,26370.31,PositionState,upper,26427.3,26182.9,0.0,-244.39999999999785,318.5,-244.39999999999785,106.60000000000072,30.840000000000146
15130,15130,15262,1695909600000.0,26566.5,26900.0,26540.9,26777.3,23873.373,638158594.2586,2023-09-28 14:00:00,-9.43e-06,59649.013,70.22,26573.25,26339.66,26456.46,26690.05,26222.86,26806.85,26106.07,72.51,46.04,26.47,39.86,9.62,27.89,22.47,4687.019500000002,1109.22,33.77,116.52,12.75,26504.98,26647.64,PositionState,upper,26777.3,26878.5,0.0,101.20000000000071,387.7000000000007,0.0,222.43333333333385,285.84000000000015
15197,15197,15329,1696150800000.0,27123.5,27226.3,27123.5,27209.0,4526.0,123044873.0503,2023-10-01 09:00:00,9.189e-05,61194.712,73.1,27103.25,26982.54,27042.89,27163.61,26922.18,27223.97,26861.82,51.12,35.72,15.39,33.13,10.13,26.22,23.94,1445.6258571428586,268.52,17.47,65.58,4.05,27077.87,27157.17,PositionState,upper,27209.0,27058.2,0.0,-150.79999999999927,0.0,-150.79999999999927,-59.94444444444404,-68.5
15210,15210,15342,1696197600000.0,27164.2,28350.0,27138.1,27980.4,42770.353,1189210947.7081,2023-10-01 22:00:00,5.051e-05,59674.11,87.28,27377.0,26987.66,27182.33,27571.68,26792.98,27766.35,26598.31,95.58,48.06,47.52,61.66,8.51,25.24,25.73,5205.163785714288,2935.03,84.01,557.11,56.23,27201.45,27554.18,PositionState,upper,27980.4,27988.1,0.0,7.69999999999709,570.0,-77.60000000000218,146.9105263157879,532.8600000000006
15269,15269,15401,1696410000000.0,27507.9,27635.0,27497.5,27618.6,3936.577,108505940.6321,2023-10-04 09:00:00,7.308e-05,63372.412,59.56,27525.2,27370.02,27447.61,27602.79,27292.43,27680.38,27214.84,-15.88,-52.11,36.23,24.93,21.95,28.08,31.9,3713.068142857144,-206.5,18.0,60.08,8.52,27431.41,27541.18,PositionState,upper,27618.6,27406.5,0.0,-212.09999999999852,0.0,-212.09999999999852,-86.43999999999869,-62.4900000000016
15297,15297,15429,1696510800000.0,27711.0,28088.0,27711.0,27975.3,24495.818,684419006.4111,2023-10-05 13:00:00,7.741e-05,65945.077,71.09,27763.21,27595.17,27679.19,27847.23,27511.16,27931.24,27427.14,63.95,48.09,15.85,36.64,12.19,24.37,24.07,4158.203285714287,1534.57,31.16,77.59,16.35,27701.33,27840.97,PositionState,upper,27975.3,27537.3,0.0,-438.0,0.0,-438.0,-155.5,-125.38000000000102
15357,15357,15489,1696726800000.0,27954.6,28011.9,27930.0,28000.7,1521.356,42560291.4181,2023-10-08 01:00:00,-8.017e-05,64351.964,62.06,27953.05,27879.96,27916.51,27989.6,27843.42,28026.15,27806.87,32.62,33.4,-0.78,23.51,13.55,16.77,17.94,1326.544571428573,-10.96,8.85,21.7,4.61,27921.61,27971.93,PositionState,upper,28000.7,27915.8,0.0,-84.90000000000146,45.09999999999855,-84.90000000000146,-10.550000000001091,-6.31000000000131
15497,15497,15629,1697230800000.0,26971.7,27120.1,26836.0,27000.1,13650.192,368451186.5211,2023-10-13 21:00:00,0.0001,69035.492,62.52,26891.21,26739.34,26815.28,26967.14,26663.41,27043.07,26587.48,22.59,1.67,20.91,32.2,11.11,24.6,22.53,4713.982142857144,597.27,19.45,102.81,13.26,26812.73,26932.86,PositionState,upper,27000.1,26859.4,0.0,-140.6999999999971,0.0,-178.89999999999782,-115.96363636363476,-56.72000000000117
15541,15541,15673,1697389200000.0,26913.0,27014.8,26910.9,26970.0,4265.585,115005222.3482,2023-10-15 17:00:00,8.953e-05,67591.947,67.04,26909.0,26847.2,26878.1,26939.9,26816.3,26970.81,26785.39,12.04,4.15,7.89,38.98,15.63,19.32,18.87,1417.277285714287,262.84,9.66,33.95,12.65,26879.78,26929.85,PositionState,upper,26970.0,28204.2,0.0,1234.2000000000007,1563.7000000000007,0.0,926.8795454545456,1386.4900000000016
15601,15601,15733,1697605200000.0,28714.4,28848.8,28615.0,28680.0,12070.867,346551165.0504,2023-10-18 05:00:00,-1.695e-05,58264.699,63.51,28560.77,28325.43,28443.1,28678.44,28207.76,28796.11,28090.09,99.06,90.3,8.76,33.78,11.41,37.45,45.33,4737.17592857143,337.9,24.93,131.18,10.42,28479.28,28632.3,PositionState,upper,28680.0,28246.0,0.0,-434.0,0.0,-434.0,-158.65999999999983,-232.0699999999997
15630,15630,15762,1697709600000.0,28386.6,28507.7,28350.0,28461.7,8636.859,245628386.8101,2023-10-19 10:00:00,-2.73e-06,60928.954,59.49,28384.89,28259.18,28322.03,28447.75,28196.32,28510.61,28133.46,5.41,-14.94,20.35,23.8,17.72,12.71,15.29,2859.697214285716,387.58,14.69,49.86,6.84,28305.33,28402.95,PositionState,upper,28461.7,29850.0,0.0,1388.2999999999993,1732.7000000000007,-20.799999999999272,945.964615384615,1487.1100000000006
15718,15718,15850,1698026400000.0,30332.9,30383.0,30166.3,30361.4,5684.288,172067005.6204,2023-10-23 02:00:00,5.084e-05,59485.282,68.94,30147.5,29826.23,29986.86,30308.13,29665.59,30468.77,29504.95,87.51,39.23,48.28,36.3,13.13,22.18,25.65,4570.583142857145,260.6,39.42,220.06,10.19,30008.24,30270.08,PositionState,upper,30361.4,33667.8,0.0,3306.400000000001,4223.299999999996,0.0,2184.606976744185,3483.1699999999983
15777,15777,15909,1698238800000.0,34357.2,34733.0,34285.1,34497.4,16063.711,553888667.9216,2023-10-25 13:00:00,0.0001,59024.254,62.53,34279.99,33895.27,34087.63,34472.34,33702.91,34664.7,33510.55,213.57,230.8,-17.23,28.66,12.33,35.56,40.63,6577.515285714288,597.6,43.13,127.05,2.51,34160.24,34383.63,PositionState,upper,34497.4,34537.5,0.0,40.09999999999855,362.5,-11.099999999998545,166.95294117646912,253.2200000000012
15872,15872,16004,1698580800000.0,34270.0,34449.3,34270.0,34446.0,3926.318,134957717.8788,2023-10-29 12:00:00,0.0001,59742.211,68.05,34269.33,34060.8,34165.06,34373.6,33956.53,34477.86,33852.26,54.08,24.09,29.98,33.55,11.84,23.83,24.38,1636.6795000000022,197.67,29.56,127.66,7.29,34188.14,34340.07,PositionState,upper,34446.0,34346.2,0.0,-99.80000000000292,274.0,-99.80000000000292,64.80666666666657,76.04000000000087
15953,15953,16085,1698872400000.0,35500.2,35749.8,35143.8,35422.9,23400.294,828217224.6526,2023-11-01 21:00:00,0.0001,57098.73,69.28,34985.58,34345.55,34665.56,35305.59,34025.53,35625.61,33705.52,150.93,52.59,98.34,39.92,7.86,27.46,18.83,11775.8275,1488.06,79.7,620.67,11.39,34691.05,35225.52,PositionState,upper,35422.9,34951.5,0.0,-471.4000000000015,289.40000000000146,-471.4000000000015,-30.523529411765647,-57.96999999999389
16026,16026,16158,1699135200000.0,34799.7,35192.0,34799.7,35169.3,9106.485,319082048.419,2023-11-04 22:00:00,0.0001,59532.491,71.31,34879.61,34681.51,34780.56,34978.65,34582.46,35077.7,34483.42,55.13,28.9,26.23,33.41,12.54,13.87,14.53,2080.4122142857163,407.65,40.91,230.25,17.9,34800.56,34974.59,PositionState,upper,35169.3,34851.5,0.0,-317.8000000000029,127.79999999999563,-317.8000000000029,-65.26875000000246,8.060000000004948
16069,16069,16387,1699959600000.0,36520.2,36535.3,36255.3,36287.6,8099.369,294460000.1915,2023-11-14 11:00:00,0.00017047,58409.592,34.62,35735.95,34874.39,35305.17,36166.73,34443.61,36597.5,34012.84,227.7,93.89,133.81,42.24,15.3,18.82,17.93,4541.780071428574,384.85,103.4,836.58,18.89,35450.22,36058.89,PositionState,upper,36287.6,35253.5,0.0,-1034.0999999999983,328.40000000000146,-1034.0999999999983,-81.24999999999909,-323.4799999999959
16100,16100,16418,1700071200000.0,36505.7,37583.5,36461.8,37427.3,54659.539,2028484086.3161,2023-11-15 18:00:00,0.0001,56576.527,77.99,36609.49,35634.22,36121.86,37097.12,35146.59,37584.76,34658.95,309.98,186.09,123.88,46.01,13.07,24.78,25.83,9174.345071428574,3752.94,137.41,654.61,17.54,36373.94,36923.06,PositionState,upper,37427.3,37158.4,0.0,-268.90000000000146,466.59999999999854,-268.90000000000146,75.21052631578756,314.3600000000006
16169,16169,16487,1700319600000.0,36524.1,36699.0,36519.0,36675.6,3578.883,131043345.6969,2023-11-18 15:00:00,0.0001,56019.445,59.83,36546.89,36368.66,36457.78,36636.01,36279.55,36725.13,36190.43,27.63,2.97,24.65,23.71,16.04,10.1,13.32,1855.3395714285737,170.02,22.93,60.13,6.66,36482.07,36581.43,PositionState,upper,36675.6,36531.2,0.0,-144.40000000000146,51.0,-144.40000000000146,-32.49999999999909,-11.37999999999738
16196,16196,16514,1700416800000.0,36620.4,36936.7,36602.9,36854.9,6104.834,224615249.6539,2023-11-19 18:00:00,0.0001,56261.519,67.04,36672.01,36495.84,36583.92,36760.09,36407.76,36848.18,36319.67,32.59,15.29,17.3,34.69,17.49,12.9,11.92,2204.8272142857163,375.4,28.51,125.77,15.13,36569.9,36721.02,PositionState,upper,36854.9,37374.6,0.0,519.6999999999971,770.0,0.0,448.10833333333215,693.0300000000061
16269,16269,16587,1700679600000.0,37209.6,37456.6,37127.7,37299.9,9408.936,350964978.3804,2023-11-22 19:00:00,0.0001,54433.369,64.49,36979.03,36412.5,36695.77,37262.3,36129.23,37545.56,35845.97,27.9,-77.66,105.57,27.88,15.31,23.81,26.88,6267.677785714288,511.8,63.59,200.13,15.02,36682.46,37087.39,PositionState,upper,37299.9,37249.4,0.0,-50.5,362.09999999999854,-50.5,113.03157894736644,228.8000000000029
16410,16410,16728,1701187200000.0,37522.0,37975.0,37522.0,37893.3,18193.606,686679425.2747,2023-11-28 16:00:00,0.0001,60606.085,70.62,37483.7,37051.11,37267.4,37699.99,36834.81,37916.29,36618.52,99.01,14.93,84.07,33.75,10.79,24.46,27.22,4816.930071428574,1181.23,65.88,250.48,13.03,37315.08,37661.84,PositionState,upper,37893.3,37824.7,0.0,-68.60000000000582,456.7999999999956,-73.30000000000291,147.86086956521436,315.8000000000029
16468,16468,16786,1701396000000.0,37945.1,38093.5,37864.0,37991.4,4355.983,165438984.7579,2023-12-01 02:00:00,0.0001,60014.095,60.5,37884.47,37691.75,37788.11,37980.83,37595.39,38077.19,37499.03,5.71,-21.99,27.71,23.8,16.02,16.19,14.36,3905.600214285717,66.71,21.4,76.24,11.24,37778.56,37907.2,PositionState,upper,37991.4,41542.1,0.0,3550.699999999997,4072.799999999996,0.0,1820.6931372549004,3769.220000000001
16577,16577,16895,1701788400000.0,42206.0,42573.1,42107.6,42284.8,14644.856,619699900.8095,2023-12-05 15:00:00,0.0001,63176.976,65.79,41990.65,41626.47,41808.56,42172.74,41444.38,42354.83,41262.29,191.9,192.67,-0.77,33.41,11.45,36.71,43.17,5520.7832857142885,664.17,50.12,183.11,6.11,41833.73,42149.94,PositionState,upper,42284.8,43768.3,0.0,1483.5,2032.5,0.0,1522.2799999999977,1729.489999999998
16646,16646,16964,1702036800000.0,43708.0,43855.6,43565.0,43785.9,6122.778,267616788.5012,2023-12-08 12:00:00,0.00044041,64151.996,59.44,43620.98,43301.3,43461.14,43780.82,43141.47,43940.66,42981.63,-5.81,-52.5,46.69,22.73,18.18,20.9,23.26,3580.24335714286,267.63,34.18,59.36,10.61,43431.37,43647.41,PositionState,upper,43785.9,43874.5,0.0,88.59999999999854,786.5999999999985,-182.0,299.1476190476176,413.4499999999971
16895,16895,17213,1702933200000.0,41992.3,42810.6,41973.4,42648.3,17932.12,761233702.4839,2023-12-18 21:00:00,0.00010731,57090.346,68.1,42009.53,41180.52,41595.03,42424.04,40766.02,42838.54,40351.51,98.55,-64.49,163.05,34.84,14.47,26.71,32.25,8259.071928571431,1011.8,110.86,617.31,17.35,41696.92,42231.6,PositionState,upper,42648.3,42396.0,0.0,-252.3000000000029,701.0999999999985,-252.3000000000029,281.97777777777486,445.4000000000015
16936,16936,17254,1703080800000.0,43807.4,44220.8,43633.6,43902.4,22092.962,970858708.1633,2023-12-20 14:00:00,0.0001,58311.062,73.75,43360.04,42478.87,42919.46,43800.62,42038.29,44241.21,41597.71,262.26,144.54,117.72,38.47,8.61,27.22,23.91,6783.224500000003,1402.66,103.47,528.16,18.5,43113.48,43639.11,PositionState,upper,43902.4,43421.3,0.0,-481.09999999999854,277.59999999999854,-481.09999999999854,-169.90769230769365,-145.01000000000204
17228,17228,17546,1704132000000.0,42852.4,43279.0,42852.3,43153.8,7712.586,332495893.6479,2024-01-01 18:00:00,0.00037274,57760.117,67.9,42896.88,42496.29,42696.58,43097.17,42296.0,43297.46,42095.71,117.08,75.96,41.12,32.02,11.87,16.78,15.76,2156.8300714285747,422.31,48.12,147.2,11.58,42797.11,42981.47,PositionState,upper,43153.8,44823.8,0.0,1670.0,2664.0999999999985,0.0,1806.6962962962937,2002.0999999999983
17300,17300,17618,1704380400000.0,43703.7,44390.0,43622.8,44089.9,20745.342,913625150.2705,2024-01-04 15:00:00,0.0001,60478.174,65.14,43630.03,42987.1,43308.57,43951.49,42665.64,44272.96,42344.17,24.54,-134.44,158.99,27.55,19.42,32.35,37.94,5950.603928571431,1245.46,82.25,460.31,12.77,43287.92,43800.64,PositionState,upper,44089.9,43389.5,0.0,-700.4000000000015,366.09999999999854,-700.4000000000015,-19.318181818181817,5.940000000002328
17371,17371,17689,1704636000000.0,44426.7,44509.6,44286.0,44418.9,4205.604,186709718.8261,2024-01-07 14:00:00,0.0001,58512.968,67.32,44207.97,43899.81,44053.89,44362.04,43745.73,44516.12,43591.65,108.63,69.84,38.79,26.01,12.85,11.34,11.34,2268.9442142857174,-18.0,38.41,254.26,7.74,44122.16,44332.63,PositionState,upper,44418.9,43922.8,0.0,-496.09999999999854,0.0,-496.09999999999854,-284.6666666666667,-272.82999999999447
17393,17393,17711,1704715200000.0,44653.9,45211.1,44296.1,45118.0,29919.653,1341776121.9539,2024-01-08 12:00:00,0.0001,59022.162,70.54,44451.45,43669.83,44060.64,44842.26,43279.02,45233.07,42888.21,122.4,-3.27,125.68,34.85,14.62,20.79,16.55,7749.960071428575,1746.05,111.3,581.84,13.64,44070.96,44710.18,PositionState,upper,45118.0,46186.3,0.0,1068.300000000003,1964.0,-319.3000000000029,1239.0400000000006,1679.4599999999991
